Bolotsky_et_Godefroit_2004a,0,0,0.169509594882729,0.346481876332623,0.484008528784648,0
Godefroit_etal_1998a,0.0111940298507463,0.110874200426439,0.173240938166311,0.259594882729211,0.250533049040512,0.19456289978678
Rodman_etal_1984a,0,0,0.0815565031982942,0.721748400852879,0.196695095948827,0
Chatterjee_1991a,0.029317697228145,0.163113006396588,0.169509594882729,0.184434968017058,0.212153518123667,0.241471215351812
Sweetman_etal_inpressa,0,0,0.0223880597014925,0.856076759061834,0.121535181236674,0
Schultze_1994a,0,0,0.136993603411514,0.654584221748401,0.208422174840085,0
Rubidge_et_van_den_Heever_1997a,0,0.0373134328358209,0.214285714285714,0.420575692963753,0.327825159914712,0
Arratia_1996a,0,0,0.0341151385927505,0.899253731343284,0.0666311300639659,0
Wang_etal_2012b,0,0,0.00266524520255864,0.997334754797441,0,0
Michaux_1989ac,0.0101279317697228,0.12953091684435,0.218550106609808,0.259061833688699,0.264925373134328,0.117803837953092
Lieberman_et_Kloc_1997a,0,0,0.0186567164179104,0.98134328358209,0,0
Taylor_etal_1998a,0,0,0.0266524520255864,0.973347547974414,0,0
Ramskold_et_Werdelin_1991a,0,0.0341151385927505,0.184968017057569,0.55543710021322,0.225479744136461,0
Haasl_2000a,0,0,0.199360341151386,0.653518123667377,0.147121535181237,0
Joyce_2007a,0,0,0.156716417910448,0.75319829424307,0.0900852878464819,0
Nesbitt_etal_2009a,0,0,0.0756929637526653,0.924307036247335,0,0
Smith_2001a,0,0,0.165245202558635,0.826226012793177,0.00852878464818763,0
Sidor_2003a,0,0,0.167377398720682,0.832622601279318,0,0
Jin_etal_2006a,0,0,0.242537313432836,0.757462686567164,0,0
Michaux_1989ab,0.0298507462686567,0.143390191897655,0.194029850746269,0.344349680170576,0.27771855010661,0.0106609808102345
Karasawa_et_Schweitzer_2006a,0,0,0.310767590618337,0.668976545842217,0.0202558635394456,0
Monks_2002a,0,0,0.380597014925373,0.560234541577825,0.0591684434968017,0
Skelton_et_Smith_2000a,0,0.00159914712153518,0.397121535181237,0.552238805970149,0.0490405117270789,0
Mannion_etal_inpressb,0.317164179104478,0,0.011727078891258,0.124733475479744,0.54637526652452,0
Gentry_et_Hooker_1988a,0,0.00319829424307036,0.569829424307036,0.42590618336887,0.00106609808102345,0
Arcucci_et_Coria_2003a,0.270255863539446,0.0581023454157783,0.152985074626866,0.200959488272921,0.206289978678038,0.111407249466951
Santini_et_Tyler_2003a,0,0.33955223880597,0.00266524520255864,0.657782515991471,0,0
Gauthier_etal_1988c,0,0,0.998400852878465,0.00159914712153518,0,0
Russell_et_Dong_1993a,0.484008528784648,0.046908315565032,0.0261194029850746,0.0623667377398721,0.240405117270789,0.140191897654584
Choiniere_etal_2010a,0.355543710021322,0.0687633262260128,0.0229211087420043,0.552771855010661,0,0
Brochu_1997ab,0.517590618336887,0,0.0138592750533049,0.468550106609808,0,0
Alroy_1995a,0,1,0,0,0,0
Alvarez_etal_1998a,0,1,0,0,0,0
Bentley_et_Jago_2004a,0,1,0,0,0,0
de_Carvalho_1996a,0,1,0,0,0,0
Lieberman_1994ad,0,1,0,0,0,0
Mayr_et_Clarke_2003a,0,1,0,0,0,0
Rode_et_Babcock_2003a,0,1,0,0,0,0
MacLeod_1993aa,0.295309168443497,0.704690831556503,0,0,0,0
Fortey_etal_2005a,0.659381663113006,0.340618336886994,0,0,0,0
Gardner_2001a,0.853944562899787,0.109275053304904,0.000533049040511727,0.00319829424307036,0.0330490405117271,0
Norman_etal_2004a,0.9227078891258,0.0250533049040512,0.00692963752665245,0.0149253731343284,0.0127931769722814,0.017590618336887
Doyle_et_Donoghue_1986a,0.915245202558635,0.0517057569296375,0.00479744136460554,0.011727078891258,0.0165245202558635,0
Laurin_1991a,0.945095948827292,0.0218550106609808,0.011727078891258,0.0165245202558635,0.00479744136460554,0
Gauthier_etal_1988a,0.973880597014925,0.0261194029850746,0,0,0,0
Weishampel_etal_1993a,0.996268656716418,0.00373134328358209,0,0,0,0
Anderson_et_Roopnarine_2003ab,1,0,0,0,0,0
Angielczyk_2004a,1,0,0,0,0,0
Ausich_1998bc,1,0,0,0,0,0
Averianov_etal_2006a,1,0,0,0,0,0
Benton_et_Clark_1988aa,1,0,0,0,0,0
Bloch_etal_2001a,1,0,0,0,0,0
Coria_et_Salgado_1996a,1,0,0,0,0,0
Damiani_2001a,1,0,0,0,0,0
Damiani_et_Yates_2003a,1,0,0,0,0,0
Davis_etal_2012a,1,0,0,0,0,0
Densmore_et_White_1991aa,1,0,0,0,0,0
Edgecombe_et_Ramskold_1999a,1,0,0,0,0,0
Ezcurra_etal_2010b,1,0,0,0,0,0
Frobisch_2007a,1,0,0,0,0,0
Galton_et_Upchurch_2004a,1,0,0,0,0,0
Galton_et_Upchurch_2004b,1,0,0,0,0,0
Holmes_etal_1998a,1,0,0,0,0,0
Jeffery_1999a,1,0,0,0,0,0
Kammer_et_Gahn_2003a,1,0,0,0,0,0
Khonsari_etal_2009a,1,0,0,0,0,0
Lieberman_etal_1991a,1,0,0,0,0,0
Liu_etal_2002a,1,0,0,0,0,0
Liu_etal_2009a,1,0,0,0,0,0
MacLeod_1993ab,1,0,0,0,0,0
McEachran_etal_1996a,1,0,0,0,0,0
McGowan_2002a,1,0,0,0,0,0
Novas_1996a,1,0,0,0,0,0
Rubidge_etal_2006a,1,0,0,0,0,0
Sereno_1999ad,1,0,0,0,0,0
Stocker_2010a,1,0,0,0,0,0
Weinbaum_et_Hungerbuhler_2007a,1,0,0,0,0,0
Zhu_etal_2009a,1,0,0,0,0,0
