Dataset,Infinity,1,0.2,2,0.05,10,
Wills_1998b,-515.48,-515.647912,-518.363533,-512.39,-596.084657,-509.421353,
Steyer_2000,-155.11,-150.193055,-165.889793,-154.22,-194.930924,-147.086538,
Rode_et_Babcock_2003,-972.39,-939.85925,-958.237802,-940.4,-1030.071934,-937.330538,
Monks_et_Owen_2000,-249.55,-249.221486,-273.369993,-250.52,-290.616707,-243.708949,
Nesbitt_etal_2009,-231.46,-219.587936,-220.348895,-223.33,-223.330766,-218.711187,
Bentley_et_Jago_2004,-458.54,-450.892798,-481.858254,-455.25,-505.168533,-453.05527,trilobite
Skelton_et_Smith_2000,-439.72,-424.436423,-442.461264,-428.55,-448.430073,-425.958278,bivalves
Smith_2001,-994.72,-965.956386,-1003.013934,-970.53,-1039.254559,-967.965959,echinoids
Rubidge_et_van_den_Heever_1997,-138.19,-133.494966,-155.424192,-138.13,-173.154306,-134.986681,therapsids
Monks_2002,-372.55,-369.575615,-391.194312,-369.88,-414.29792,-370.049946,ammonites
Jin_etal_2006,-314.64,-307.11211,-360.471216,-312.29,-375.80084,-308.479827,brachiopods
Joyce_2007,-2066.82,-2030.913848,-2075.681384,-2035.47,-2171.306895,-2035.041307,reptile
